0	35724
1	35724
2	39504
3	41472
4	41472
5	44928
6	52848
7	58320
8	58320
9	66600
10	74124
11	76824
12	76824
13	82284
14	82284
15	82284
16	87684
17	89484
18	89484
19	93084
20	93084
21	93084
22	93984
23	98880
24	98880
25	98880
26	98880
27	98880
28	98880
29	98880
30	109080
31	109080
32	111600
33	111600
34	111600
35	108000
36	108000
37	108000
38	108000
39	108000
40	108000
41	108000
42	108000
43	108000
44	108000
45	108000
46	105300
47	106596
48	106596
49	106596
50	106596
51	110196
52	110196
53	110196
54	110196
55	113796
56	113796
57	113796
58	113796
59	111276
60	111276
61	111276
62	114876
63	118476
64	118476
65	118476
66	118476
67	118476
68	118476
69	118476
70	118476
71	118476
72	118476
73	118476
74	118476
75	118476
76	118476
77	118476
78	118476
79	118476
80	118476
81	118476
82	118476
83	118476
84	118476
85	118476
86	118476
87	118476
88	118476
89	118476
90	118476
91	118476
92	118476
93	118476
94	118476
95	118476
96	118476
97	118476
98	118476
99	118476
100	118476
101	118476
102	118476
103	118476
104	120996
105	118476
106	118476
107	118476
108	118476
109	118476
110	118476
111	118476
112	118476
113	118476
114	118476
115	118476
116	118476
117	108396
118	108396
119	108396
120	105876
121	105876
122	105876
123	105876
124	105876
125	105876
126	115956
127	115956
128	115956
129	115956
130	115956
131	115956
132	115956
133	115956
134	115956
135	115956
136	115956
137	115956
138	115956
139	115956
140	115956
141	115956
142	115956
143	115956
144	114556
145	114556
146	115060
147	115060
148	115060
149	113660
150	113660
151	113660
152	113660
153	113660
154	113660
155	113660
156	113660
157	113660
158	113660
159	113660
160	113660
161	113660
162	113660
163	102460
164	102460
165	102460
166	102460
167	103860
168	103860
169	103860
170	103860
171	103860
172	103860
173	103860
174	103860
175	103860
176	103860
177	106380
178	106380
179	106380
180	106380
181	117580
182	116180
183	116180
184	116180
185	116180
186	116180
187	116180
188	116180
189	116180
190	116180
191	116180
192	116180
193	116180
194	116180
195	116180
196	116180
197	116180
198	117580
199	117580
200	117580
201	120100
202	116500
203	113980
204	112580
205	112580
206	112580
207	112580
208	112580
209	113980
210	109444
211	113044
212	113044
213	113544
214	113544
215	113544
216	113544
217	113544
218	113544
219	113544
220	113544
221	113544
222	113544
223	112032
224	112032
225	112032
226	112032
227	112032
228	112032
229	112032
230	112032
231	112032
232	109344
233	109344
234	109344
235	109344
236	109344
237	109344
238	109484
239	109484
240	109484
241	109484
242	109624
243	109624
244	109624
245	109624
246	114300
247	114300
248	114300
249	115340
250	119680
251	118700
252	118700
253	118700
254	115200
255	115200
256	115200
257	115200
258	115200
259	115200
260	115200
261	115200
262	114360
263	118000
264	118000
265	118000
266	118000
267	118000
268	118000
269	118980
270	119120
271	119120
272	119120
273	118140
274	118140
275	118140
276	118140
277	118140
278	118140
279	107948
280	107948
281	105400
282	106380
283	106380
284	109040
285	109040
286	109040
287	109040
288	109040
289	109040
290	109768
291	108788
292	108788
293	108788
294	108788
295	108788
296	108788
297	118980
298	118980
299	118980
300	118980
301	118000
302	118000
303	118000
304	118000
305	118000
306	118000
307	118000
308	119820
309	119820
310	120800
311	120800
312	120800
313	120800
314	120800
315	120800
316	121780
317	121780
318	121780
319	117860
320	113940
321	113940
322	113940
323	113940
324	110020
325	109040
326	109040
327	109040
328	112960
329	112960
330	112960
331	112960
332	112960
333	116880
334	116880
335	116880
336	116880
337	116880
338	116880
339	116880
340	116880
341	116880
342	116880
343	116880
344	116880
345	117860
346	117860
347	117860
348	117860
349	117860
350	117860
351	117860
352	117860
353	117860
354	117860
355	117860
356	121780
357	121780
358	121780
359	119960
360	119960
361	120940
362	120940
363	120940
364	120940
365	120940
366	120940
367	120940
368	118120
369	118120
370	118120
371	118120
372	118120
373	118120
374	118120
375	118120
376	118120
377	118120
378	118120
379	118120
380	110840
381	110840
382	110840
383	110840
384	110840
385	110840
386	110840
387	110840
388	110840
389	110840
390	110840
391	110840
392	110840
393	110840
394	108292
395	108292
396	108292
397	108292
398	108292
399	108292
400	108292
401	108292
402	108292
403	110840
404	111840
405	111840
406	111840
407	119120
408	119120
409	119120
410	119120
411	118140
412	114500
413	114500
414	112680
415	112680
416	112680
417	112680
418	112680
419	112680
420	112680
421	116320
422	118980
423	118980
424	118980
425	118980
426	118980
427	118980
428	118980
429	118980
430	118980
431	119960
432	119960
433	119960
434	119960
435	119960
436	119960
437	119960
438	120940
439	120940
440	120940
441	120940
442	120940
443	120940
444	120940
445	120940
446	120940
447	120940
448	120940
449	120940
450	120940
451	120940
452	120940
453	120940
454	120940
455	120940
456	120940
457	119120
458	119120
459	119120
460	119120
461	119120
462	119120
463	119120
464	119120
465	119120
466	120940
467	120940
468	120940
469	120940
470	120940
471	117020
472	116040
473	116040
474	116040
475	116040
476	116040
477	116040
478	116040
479	116040
480	116040
481	117020
482	117020
483	117020
484	117020
485	117020
486	117020
487	117020
488	117020
489	120940
490	120940
491	120940
492	120940
493	120940
494	117020
495	117020
496	115200
497	115200
498	114220
499	114220
500	112400
